ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,livestock_goat,maize,pasta,sorghum,teff_fao,wheat,o_livestock_goat,h_livestock_goat,l_livestock_goat,c_livestock_goat,inflation_livestock_goat,trust_livestock_goat,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_pasta,h_pasta,l_pasta,c_pasta,inflation_pasta,trust_pasta,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_teff_fao,h_teff_fao,l_teff_fao,c_teff_fao,inflation_teff_fao,trust_teff_fao,o_wheat,h_wheat,l_wheat,c_wheat,inflation_wheat,trust_wheat,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-04-01,2020,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2178.35,2303.13,1779.83,1779.83,21.81,9.8,1063.91,1313.56,968.02,1313.56,28.41,9.5,52.71,56.11,49.31,49.74,24.66,9.9,15.43,16.66,14.2,16.23,37.17,9.9,2788.3,2914.91,2690.43,2914.91,44.91,9.9,129.28,1266.97,114.38,1266.97,703.38,9.6,1.54,1.6,1.48,1.59,28,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-05-01,2020,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1800.8,1950.79,1650.81,1869,20.18,9.8,1336.46,1488.09,1184.83,1197.69,18.2,9.5,50.41,52.9,47.91,48.46,18.54,9.9,16.4,17.32,15.2,15.2,26.24,9.9,2994.44,3183.99,2882.48,3183.99,51.34,9.9,1365.94,2212.7,937.35,2212.7,1249.38,9.6,1.62,1.69,1.56,1.56,24.84,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-06-01,2020,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1899.51,2040.76,1758.26,1765.76,14.05,9.8,1239.91,1369.05,1110.76,1336.26,20.62,9.5,48.86,51.11,46.6,47.47,13.95,9.9,15.59,16.66,14.53,15.1,21.44,10,3277.06,3390.45,3163.68,3176.01,47.13,9.9,2363.01,3180.93,1545.09,2579.43,1500.29,9.7,1.57,1.63,1.51,1.6,18.35,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-07-01,2020,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1790.43,1916.9,1653.56,1653.56,5.92,9.8,1372.52,1505.01,1240.04,1390.96,11.45,9.5,47.81,49.96,45.67,46.39,9.9,9.9,15.24,16.16,14.32,14.85,17.94,10,3261.98,3384.33,3113.71,3113.71,43.72,9.9,2654.49,3122.29,2186.69,2713.2,3246,9.7,1.63,1.73,1.57,1.73,19.67,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-08-01,2020,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1674.51,1789.18,1472.47,1472.47,-8.38,9.8,1418.71,1570.21,1295.99,1570.21,10.22,9.5,46.7,48.8,40.44,40.44,-9.5,9.9,15.23,16.18,12.55,12.55,-8.87,10,3166.37,3277.52,3055.22,3102.38,37.99,9.9,2825.16,2893.95,2756.38,2861.18,3079.98,9.7,1.82,1.88,1.75,1.83,13.49,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-09-01,2020,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1487.64,1598.49,1376.79,1523.44,-5.78,9.8,1617.06,1753.18,1480.95,1576.55,19.48,9.5,40.09,42.77,37.41,42.21,-2.92,9.9,12.72,13.84,11.6,13.24,0.57,10,3144.49,3264.56,3024.42,3086.27,36.54,10,2958.18,3134.85,2781.51,2879.71,2767.33,9.7,1.93,1.99,1.83,1.83,12.9,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-10-01,2020,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1546.44,1649.1,1443.78,1641.96,-2.07,9.9,1603.37,1726.36,1480.39,1525.87,13.12,9.6,42.69,46.03,40.6,46.03,0,9.9,13.5,14.7,12.83,14.7,3.55,10,3123.03,3234.17,3011.88,3112.88,34.66,10,2975.78,3239.74,2711.82,2824.22,2876.35,9.7,1.84,1.9,1.77,1.8,8,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-11-01,2020,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1672.82,1778.17,1567.47,1669.82,-2.36,9.9,1574,1683.99,1464.01,1475.24,11.99,9.6,47.15,49.58,44.71,46.03,0,9.9,14.88,15.97,13.79,14.55,3.29,10,3149.06,3270.26,3027.87,3122.98,33.07,10,2911.57,3194.15,2629,2807.77,3093.81,9.8,1.77,1.83,1.71,1.75,19.26,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2020-12-01,2020,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1699.67,1908.44,1603.46,1908.44,5.37,9.9,1496.25,1597.58,1144.9,1144.9,9.35,9.6,46.73,48.92,44.65,48.92,6.28,9.9,14.89,15.73,14.04,14.97,10.98,10,3160.73,3274.29,3047.17,3259.52,36.73,10,2902.96,3174.44,2379.09,2379.09,2671.86,9.8,1.72,1.78,1.65,1.65,19.88,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-01-01,2021,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1951.46,2081.61,1821.32,1873.01,-3.45,9.9,1189.68,1390.54,1074.58,1390.54,15.88,9.6,49.98,52.29,47.67,51.14,11.11,9.9,15.14,16.33,14.18,16.33,21.52,10,3306.96,3434.27,3179.65,3213.3,25.56,10,2417.69,2772.65,2062.73,2686.79,2387.93,9.8,1.62,1.72,1.56,1.72,18.25,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-02-01,2021,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1906.71,2024.02,1789.41,1834.24,-2.17,9.9,1405.3,1553.39,1257.21,1534.73,27.89,9.6,52.22,54.51,49.92,51.14,14.27,9.9,16.68,17.79,15.56,16.5,26.85,10,3260.98,3378.64,3143.32,3244.06,28.69,10,2841.83,3190.82,2492.83,2731.66,2471.31,9.8,1.77,1.83,1.71,1.83,23.94,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-03-01,2021,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1863.66,2131.6,1757.35,2131.6,-0.02,9.9,1586.57,1738.92,1434.22,1697.09,64.82,9.6,51.87,61.44,49.6,61.44,20.15,9.9,16.72,20.84,15.72,20.84,38.17,10,3282.24,3471.85,3154.76,3471.85,26.94,10,2784.9,3053.7,2516.1,3026.64,2381.91,9.8,1.92,2,1.86,2,31.8,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-04-01,2021,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2179.69,2336.06,1966.68,1966.68,10.5,9.9,1738.59,1893.66,1583.52,1887.91,43.73,9.6,63.99,69,58.97,61.44,23.53,9.9,21.15,23.43,18.87,21.36,31.6,10,3533.28,3660.22,3372.25,3372.25,15.69,10,3188.12,3504.09,2872.16,3265.79,157.76,9.8,2.13,2.2,2.07,2.18,37.01,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-05-01,2021,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,1997.44,2143.08,1851.8,2103.53,12.55,9.9,1928.99,2092.39,1765.59,1882.44,57.17,9.6,62.72,65.74,59.69,64.31,32.7,9.9,21.78,22.39,21.17,22.29,46.67,10,3429.36,3561.86,3296.87,3508.52,10.19,10,3360.28,3672.79,2943.83,2943.83,33.04,9.8,2.3,2.4,2.23,2.4,53.97,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-06-01,2021,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2142.85,2566.12,1998.79,2566.12,45.33,9.9,1924.74,2143.97,1778.19,2143.97,60.45,9.6,65.66,73.31,62.75,73.31,54.46,9.9,22.61,26.37,21,26.37,74.66,10,3557.07,3828.94,3427.76,3828.94,20.56,10,3017.94,3375.64,2660.24,3099.6,20.17,9.8,2.55,2.64,2.47,2.64,65.05,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-07-01,2021,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2632.74,3037.39,2393.1,3037.39,83.69,9.9,2175.69,2437.51,2004.2,2437.51,75.24,9.6,75.85,87.56,71.3,87.56,88.75,9.9,26.79,33.62,24.58,33.62,126.41,10,3917.19,4085.55,3768.42,4085.55,31.21,10,3235.51,3605.78,2921.92,3605.78,32.9,9.8,2.81,2.96,2.73,2.96,71.53,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-08-01,2021,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3120.91,3421.4,2507.95,2507.95,70.32,9.9,2469.6,2749.32,2268.59,2749.32,75.09,9.6,91.65,98.13,75.87,75.87,87.6,9.9,34.03,37.58,28.91,28.91,130.25,10,4198.08,4349.09,3886.93,3886.93,25.29,10,3764.38,4188.29,3340.48,3888.21,35.9,9.8,3.19,3.29,3.09,3.19,74.78,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-09-01,2021,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2542.53,2823.22,2245.27,2245.27,47.38,9.9,2787.91,3068.51,2559.3,3068.51,94.63,9.6,76.1,82.23,69.97,73.03,73.01,9.9,29.66,31.49,27.83,28.37,114.34,10,3964.83,4114.27,3758.39,3758.39,21.78,10,4023.34,4412.95,3633.72,4252.93,47.69,9.8,3.37,3.47,3.26,3.35,83.23,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-10-01,2021,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2269.85,2508.29,2031.41,2183.84,33,9.9,3086.45,3337.59,2688.41,2688.41,76.19,9.6,73.26,76.85,69.68,73.03,58.66,9.9,28.64,30.47,26.81,27.92,89.96,10,3794.46,3933.34,3655.58,3669.48,17.88,10,4432.51,4849.3,3890.12,3890.12,37.74,9.8,3.45,3.55,3.21,3.21,78.45,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-11-01,2021,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2211.97,2416.89,2007.04,2030.85,21.62,9.9,2727.44,3308.29,2498.73,3308.29,124.25,9.6,73.68,76.91,70.46,73.03,58.66,9.9,28.64,30.39,26.89,28.91,98.66,10,3697.29,3838.86,3555.72,3589.18,14.93,10,3961.09,4600.32,3485.07,4600.32,63.84,9.8,3.14,3.31,3.03,3.31,89.41,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2021-12-01,2021,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2055.15,2350.67,1877.65,2350.67,23.17,9.9,3291.17,3636.77,2945.56,3172.63,177.11,9.6,73.81,80.16,70.6,80.16,63.86,9.9,29.16,31.75,27.35,31.75,112.08,10,3609.97,3768.41,3476.53,3768.41,15.61,10,4886.29,5547.07,4225.52,4368.43,83.62,9.8,3.35,3.47,3.23,3.29,99.8,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-01-01,2022,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2399.33,2640.55,2182.21,2640.55,40.98,9.9,3200.34,3496.64,2834.9,2834.9,103.87,9.6,82.18,87.33,77.83,87.33,70.77,9.9,32.5,34.73,30.26,34.43,110.86,10,3807.1,3952.64,3661.56,3880.34,20.76,10,4409.76,4958.72,3743.98,3743.98,39.35,9.8,3.34,3.45,3.23,3.31,92.61,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-02-01,2022,2,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2701.07,2935.55,2466.6,2653.67,44.67,9.9,2864.34,3123.82,2604.86,3113.97,102.9,9.6,89.83,94.23,85.43,87.56,71.21,9.9,34.76,36.94,32.58,34.93,111.71,10,3943.07,4088.44,3797.71,3922.86,20.92,10,3866.21,4370.27,3362.15,4230.62,54.87,9.8,3.37,3.47,3.26,3.43,87.9,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-03-01,2022,3,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2704.32,2912.45,2496.2,2568.05,20.48,9.9,3096.74,3366.67,2826.81,3119.38,83.81,9.6,89.05,93.01,85.09,87.82,42.94,9.9,35.8,37.98,33.61,35.15,68.65,10,3982.98,4135.53,3830.43,3912.04,12.68,10,4431.34,4928.34,3934.33,4386.43,44.93,9.8,3.5,3.6,3.4,3.56,78.26,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-04-01,2022,4,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2609.2,2843.16,2424.9,2843.16,44.57,9.9,3154.41,3589.36,2912.43,3589.36,90.12,9.6,89.01,92.9,85.13,91.88,49.54,9.9,35.51,37.73,33.29,36.58,71.28,10,3965.62,4134.43,3817.94,4134.43,22.6,10,4509.73,4919.86,4099.61,4630.85,41.8,9.8,3.68,3.78,3.58,3.78,73.3,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-05-01,2022,5,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2901.02,3104.18,2657.14,2657.14,26.32,9.9,3583.5,4658.13,3283.01,4658.13,147.45,9.6,93.6,111.47,89.42,111.47,73.34,9.9,37.45,51.74,35.12,51.74,132.09,10,4201.18,4362.21,4040.15,4088.09,16.52,10,4826.75,7190.32,4407.44,7190.32,144.25,9.8,3.94,4.14,3.83,4.14,72.46,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-06-01,2022,6,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2697.57,2884.65,2510.5,2696.85,5.09,9.9,4642.11,5688.21,4063.25,5688.21,165.31,9.6,116.43,125.79,107.06,114.64,56.36,9.9,51.96,57.92,45.99,54.74,107.57,10,4157.62,4312.92,4002.33,4226.41,10.38,10,7815,10216.21,5413.78,7777.07,150.91,9.8,4.39,4.52,4.26,4.46,68.77,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-07-01,2022,7,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2740.88,3123.49,2571.56,3123.49,2.83,9.9,5656.01,6409.08,4902.93,6071.13,149.07,9.6,117.59,123.03,112.15,120.38,37.49,9.9,56.33,57.7,54.95,55.97,66.49,10,4288.4,4463.53,4122.75,4463.53,9.25,10,7840.28,9284.69,6395.87,7334.27,103.4,9.8,4.71,4.84,4.57,4.8,61.96,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-08-01,2022,8,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3193.83,3428.9,2958.77,3028.66,20.76,9.9,6025.92,6748.51,5303.32,6212.81,125.98,9.6,123.16,128.57,111.59,111.59,47.08,9.9,56.29,60.34,50.93,50.93,76.18,10,4553.27,4723.4,4383.15,4468.62,14.97,10,7647.77,8181.33,7114.21,7977.98,105.18,9.8,5.03,5.17,4.89,5.02,57.06,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-09-01,2022,9,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3081.69,3291.73,2871.65,2940.5,30.96,9.9,6108.22,6963.32,5452.33,6963.32,126.93,9.6,112.08,118.38,105.79,111.59,52.81,9.9,52.51,55.96,49.06,51.97,83.2,10,4553.48,4729.67,4377.28,4380.5,16.55,10,8269.57,8863.58,7675.56,7788.93,83.14,9.8,5.17,5.31,5.03,5.1,52.1,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-10-01,2022,10,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,2986.09,3503.16,2797.81,3503.16,60.41,9.9,6816.1,7540.8,5167.91,5167.91,92.23,9.6,112.61,117.59,107.62,111.59,52.81,9.9,52.17,55.33,43.94,43.94,57.35,10,4438.76,5218.14,4271.11,5218.14,42.2,10,8010.5,8768.3,7008.78,7008.78,80.17,9.8,5.17,5.31,4.92,4.92,53,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-11-01,2022,11,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3585.53,3880.87,3290.19,3780.79,86.17,9.9,5117.76,5743.34,3644.56,3644.56,10.16,9.6,112.76,117.68,107.85,111.59,52.81,9.9,45.46,49.19,41.73,44.64,54.43,10,5342.2,5533.69,5051.12,5051.12,40.73,10,7186.18,8060,6312.36,6940.65,50.87,9.8,4.84,4.99,4.69,4.77,44.18,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2022-12-01,2022,12,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,3865.12,4228.3,3574.29,4228.3,79.88,9.9,3613.32,4132.67,3093.98,3657.97,15.3,9.6,112.82,117.73,107.91,117.29,46.32,9.9,44.66,46.98,42.34,46.54,46.61,10,5193.57,5588.74,5000.77,5588.74,48.3,10,7197.59,7911.49,6483.68,6808.83,55.86,9.8,4.69,4.83,4.55,4.74,43.97,9.9
ETH,Ethiopia,Market Average,Market Average,Market Average,,,gid_eth_national_average,2023-01-01,2023,1,ETB,"livestock_goat (1 Head, Index Weight = 0), maize (100 KG, Index Weight = 0.01), pasta (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1), teff_fao (100 kg, Index Weight = 0.01), wheat (100 KG, Index Weight = 0.01)",Jan 2007,Apr 2026,18.61,20.03,0.99,0,,,,,,,4327.15,4648.83,4005.48,4616.32,74.82,9.9,3588.96,4047.31,3130.62,3660.99,29.14,9.6,119.47,154.42,114.04,154.42,76.82,9.9,48.08,64.92,44.91,64.92,88.53,10,5713.49,6112.29,5510.72,6112.29,57.52,10,7003.95,7664.49,4933.78,4933.78,31.78,9.8,4.76,4.89,4.47,4.47,34.95,9.9
